Id,Adult,Ages,ColleagueSatisfaction,CompaniesWorkedCount,CompanyDuration,Division,DurationWithCurrManager,EducationBackground,EducationField,HomeDist,JobEngagement,JobLvl,LastPromotion,MarriageStatus,MonthlyPay,Outstation,Performance,Role,RoleDuration,SalaryIncreaseRate,Sex,StockOptionLvl,TrainingCount,WorkLifeQuality,WorkOverTime,WorkSatisfaction,WorkingDuration,WorkingHours,WorkplaceSatisfaction,Resigned
835,Y,34,Low,5.0,4.0,Sales,2,Primary,Life Sciences,4.0,High,2,0,Married,14583.0,frequent,High,Sales Executive,4,14,Male,0.0,1,Best,No,Very High,7,80,Medium,0
836,Y,44,Low,6.0,4.0,Sales,3,Secondary,Medical,11.0,Medium,2,0,,6255.0,rare,High,Sales Executive,4,19,Female,0.0,4,Better,No,High,9,80,High,0
837,Y,21,High,1.0,3.0,Sales,2,Primary,Technical Degree,1.0,Medium,1,0,Single,7218.0,frequent,High,Sales Representative,2,11,Female,0.0,2,Better,Yes,Medium,3,80,Low,1
838,Y,26,High,1.0,6.0,Research & Development,8,Bachelor,Medical,6.0,High,1,3,,9233.0,no travel,Very High,Laboratory Technician,7,24,Male,0.0,4,Better,No,Very High,6,80,Very High,0
839,Y,36,Very High,1.0,8.0,Sales,9,Doctorate,Life Sciences,15.0,High,3,0,Married,8584.0,frequent,Very High,Sales Executive,8,26,Male,1.0,2,Good,No,Low,8,80,Medium,0
840,Y,23,Very High,1.0,4.0,Research & Development,2,Primary,Medical,8.0,High,1,0,Married,3728.0,rare,High,Laboratory Technician,3,15,Male,1.0,1,Best,No,Low,4,80,Medium,0
841,Y,21,High,1.0,2.0,Research & Development,2,Primary,Medical,4.0,High,1,1,Single,19459.0,rare,High,Research Scientist,2,21,Male,,1,Better,No,Very High,3,80,High,0
842,Y,29,Very High,1.0,4.0,Human Resources,4,Secondary,Medical,7.0,Medium,1,0,Divorced,17975.0,rare,High,Human Resources,1,14,Male,1.0,4,Better,No,Very High,5,80,Medium,0
843,Y,34,Very High,1.0,4.0,Human Resources,4,Bachelor,Human Resources,1.0,High,1,0,Married,6694.0,rare,High,Human Resources,4,14,Male,1.0,1,Better,No,High,4,80,Medium,0
844,Y,34,High,2.0,6.0,Sales,1,Bachelor,Marketing,8.0,Medium,2,0,Single,3709.0,frequent,High,Sales Executive,7,15,Male,0.0,4,Good,No,Very High,8,80,Medium,0
845,Y,48,Very High,4.0,2.0,Research & Development,2,Primary,Medical,15.0,High,3,0,Married,7097.0,frequent,High,Healthcare Representative,2,11,Female,0.0,2,Good,No,High,25,80,Low,0
846,Y,52,High,1.0,,Research & Development,10,Master,Life Sciences,15.0,Medium,5,0,Divorced,2117.0,rare,High,Research Director,10,19,Male,1.0,4,Better,Yes,High,28,80,Very High,0
847,Y,56,Very High,2.0,6.0,Sales,6,Secondary,Marketing,5.0,High,2,2,Married,12226.0,rare,Very High,Sales Representative,7,24,Male,1.0,2,Bad,Yes,High,12,80,Medium,0
848,Y,45,High,7.0,7.0,Research & Development,1,Bachelor,Life Sciences,23.0,High,3,0,Married,8950.0,frequent,High,Manufacturing Director,7,11,Female,1.0,0,Better,No,Low,16,80,High,0
849,Y,36,Low,1.0,5.0,Research & Development,4,Bachelor,Medical,1.0,Medium,1,0,Single,19654.0,rare,High,Research Scientist,4,21,Male,0.0,2,Better,No,High,5,80,Medium,0
850,Y,42,Medium,2.0,4.0,Research & Development,2,Master,Medical,1.0,High,1,0,Married,9686.0,rare,High,Research Scientist,3,15,Female,3.0,1,Better,No,High,18,80,High,0
851,Y,35,Low,,2.0,Sales,2,Secondary,Life Sciences,2.0,Low,2,1,Single,18983.0,rare,High,Sales Executive,2,12,Female,0.0,2,Better,No,Very High,5,80,Very High,0
852,Y,19,High,1.0,1.0,Human Resources,0,Secondary,Technical Degree,1.0,Medium,1,0,Single,13961.0,rare,High,Human Resources,0,12,Male,0.0,2,Best,No,Very High,1,80,Low,1
853,Y,30,High,2.0,6.0,Research & Development,8,Primary,Other,7.0,Low,2,0,Married,5866.0,rare,High,Healthcare Representative,7,14,Female,1.0,2,Better,No,Low,8,80,High,0
854,Y,37,Low,1.0,9.0,Sales,8,Master,Technical Degree,8.0,Medium,2,0,Married,4974.0,rare,High,Sales Executive,10,14,Female,1.0,3,Better,Yes,High,9,80,Medium,0
855,Y,47,High,3.0,4.0,Research & Development,3,Master,Medical,1.0,High,2,0,Single,11110.0,frequent,High,Healthcare Representative,2,12,Male,0.0,2,Better,No,High,11,80,Medium,0
856,Y,35,Very High,1.0,5.0,Research & Development,3,Secondary,Life Sciences,1.0,Medium,1,0,Married,17125.0,rare,High,Research Scientist,5,14,,1.0,2,Better,Yes,Very High,5,80,Medium,0
857,Y,27,Low,7.0,6.0,Research & Development,8,Bachelor,Medical,6.0,Medium,2,0,Single,17563.0,rare,High,Healthcare Representative,6,22,Female,0.0,1,Bad,No,Low,8,80,Very High,0
858,Y,37,Medium,1.0,9.0,Sales,10,Master,Life Sciences,7.0,Medium,3,0,Single,10906.0,no travel,High,Sales Executive,7,17,Male,0.0,0,Better,No,Low,9,80,Low,0
859,Y,46,Very High,2.0,0.0,Research & Development,0,Bachelor,Life Sciences,14.0,Low,1,0,Single,3681.0,no travel,High,Research Scientist,0,14,Male,0.0,2,Better,No,High,5,80,Very High,0
860,Y,34,High,1.0,9.0,Research & Development,9,Master,Other,1.0,High,1,4,Single,4355.0,rare,High,Research Scientist,10,14,Male,0.0,1,Good,Yes,Very High,9,80,Very High,1
861,Y,31,High,8.0,1.0,Research & Development,0,Bachelor,Technical Degree,3.0,High,1,0,Single,3062.0,frequent,Very High,Research Scientist,0,28,Male,0.0,3,Better,Yes,Very High,3,80,High,1
862,Y,31,High,,1.0,Sales,0,Bachelor,Medical,8.0,High,1,0,Single,12205.0,rare,High,Sales Representative,0,14,Male,0.0,2,Good,No,Very High,1,80,Medium,1
863,Y,54,High,8.0,9.0,Research & Development,8,Master,Life Sciences,3.0,High,1,1,,8076.0,rare,High,Research Scientist,0,12,Male,3.0,1,Best,Yes,High,16,80,Low,1
864,Y,34,Low,2.0,3.0,Research & Development,2,Primary,Life Sciences,10.0,High,1,0,Single,13093.0,rare,High,Research Scientist,2,21,Female,0.0,3,Better,No,Very High,4,80,Medium,0
865,Y,39,Medium,2.0,3.0,Sales,2,Bachelor,Life Sciences,13.0,High,2,0,Single,12467.0,rare,High,Sales Executive,2,12,Female,0.0,4,Best,No,Medium,7,80,Medium,0
866,Y,47,Very High,5.0,17.0,Sales,9,Bachelor,Medical,5.0,Medium,3,8,Single,12801.0,no travel,High,Sales Executive,7,12,Female,0.0,1,Better,No,Very High,21,80,Very High,0
867,Y,30,Low,5.0,1.0,Research & Development,0,Bachelor,Life Sciences,8.0,Very High,1,0,Married,16821.0,rare,High,Research Scientist,0,21,Male,2.0,1,Good,No,High,4,80,High,0
868,Y,38,Medium,1.0,9.0,Research & Development,9,Master,Medical,8.0,High,2,0,Single,4199.0,rare,High,Manufacturing Director,3,17,Male,0.0,3,Bad,No,Low,9,80,Very High,1
869,Y,49,High,7.0,20.0,Research & Development,10,Bachelor,Life Sciences,3.0,Medium,3,9,Divorced,14567.0,rare,High,Manufacturing Director,12,12,Female,1.0,3,Better,Yes,Medium,25,80,High,0
870,Y,42,Medium,2.0,1.0,Sales,0,Master,Marketing,8.0,Medium,3,0,Divorced,15569.0,rare,High,Sales Executive,0,12,Male,1.0,1,Good,No,Medium,10,80,Low,0
871,Y,30,Very High,1.0,,Research & Development,3,Primary,Life Sciences,1.0,High,2,0,Divorced,18351.0,frequent,High,Healthcare Representative,4,22,Male,1.0,0,Best,No,Very High,5,80,Low,0
872,Y,38,Medium,4.0,4.0,Sales,0,Secondary,Medical,17.0,High,1,0,Married,15983.0,frequent,High,Sales Representative,4,17,Female,1.0,2,Better,No,Very High,9,80,High,0
873,Y,22,High,0.0,2.0,Research & Development,1,Primary,Technical Degree,1.0,High,1,1,Married,14587.0,rare,High,Laboratory Technician,1,15,Male,1.0,1,Better,No,Very High,3,80,High,0
874,Y,35,Low,0.0,4.0,Research & Development,2,Master,Medical,1.0,Very High,1,0,Married,4630.0,rare,High,Research Scientist,0,15,Male,3.0,2,Better,Yes,Very High,5,80,Very High,0
875,Y,32,Very High,8.0,3.0,Human Resources,2,Secondary,Medical,7.0,Very High,1,0,Single,18443.0,rare,High,Human Resources,2,21,Female,0.0,2,Better,No,Medium,7,80,Very High,0
876,Y,41,Low,0.0,4.0,Research & Development,3,Bachelor,Medical,19.0,High,1,0,Single,16660.0,rare,High,Research Scientist,2,14,Male,0.0,1,Better,No,Low,5,80,High,1
877,Y,53,High,4.0,12.0,Research & Development,12,Doctorate,Life Sciences,14.0,Medium,3,0,Divorced,16534.0,rare,High,Research Director,12,17,Female,3.0,2,Better,No,Low,17,80,Very High,0
878,Y,43,Very High,2.0,2.0,Sales,2,Secondary,Life Sciences,19.0,High,3,0,Single,8990.0,rare,High,Sales Executive,0,18,Male,0.0,1,Better,Yes,High,19,80,Very High,0
879,Y,39,High,2.0,1.0,Research & Development,0,Bachelor,Medical,8.0,High,2,0,Married,16674.0,rare,High,Healthcare Representative,0,22,Female,1.0,3,Better,No,High,16,80,High,0
880,Y,59,Very High,7.0,9.0,Research & Development,9,Secondary,Technical Degree,6.0,High,1,6,Married,3236.0,rare,High,Laboratory Technician,10,11,Male,1.0,3,Bad,No,High,13,80,Very High,1
881,Y,55,Medium,2.0,8.0,Sales,0,Master,Life Sciences,24.0,High,1,0,Divorced,14942.0,no travel,High,Sales Representative,8,17,Male,2.0,2,Good,No,Very High,14,80,Low,0
882,Y,38,Medium,5.0,4.0,Research & Development,3,Bachelor,Medical,8.0,High,1,0,,13399.0,rare,Very High,Laboratory Technician,4,24,Female,1.0,2,Better,No,Low,15,80,High,0
883,Y,43,High,4.0,4.0,Sales,4,Bachelor,,7.0,High,2,0,Married,20063.0,rare,Very High,Sales Executive,4,25,Female,1.0,2,Better,No,Medium,13,80,High,0
884,Y,44,Very High,1.0,8.0,Research & Development,9,Bachelor,Life Sciences,24.0,High,2,4,Married,9146.0,rare,High,Manufacturing Director,8,14,Male,1.0,2,Good,No,Medium,9,80,Medium,0
885,Y,34,Very High,7.0,,Sales,8,Bachelor,Marketing,1.0,High,2,0,Single,8341.0,no travel,High,Sales Executive,7,17,Female,0.0,1,Good,No,Medium,12,80,Very High,0
886,Y,35,Very High,1.0,9.0,Research & Development,9,Doctorate,Life Sciences,1.0,High,1,5,Married,6136.0,rare,High,Research Scientist,10,12,Male,1.0,3,Good,No,Very High,9,80,Medium,0
887,Y,30,Low,1.0,5.0,Sales,2,Secondary,Medical,2.0,High,2,0,Married,3106.0,rare,High,Sales Executive,0,15,Female,1.0,4,Good,No,High,5,80,Medium,0
888,Y,42,Very High,1.0,19.0,Human Resources,8,Secondary,Medical,5.0,High,4,4,Single,13194.0,rare,Very High,Manager,7,25,Male,0.0,1,Better,Yes,Very High,19,80,High,0
889,Y,44,Very High,,1.0,Research & Development,0,Master,Medical,6.0,Very High,2,0,,4660.0,rare,High,Research Scientist,0,18,Female,0.0,1,Better,Yes,Medium,16,80,Medium,0
890,Y,43,Very High,0.0,20.0,Sales,6,Primary,Marketing,3.0,High,3,8,Divorced,19785.0,rare,High,Sales Executive,15,14,Female,1.0,2,Best,Yes,High,21,80,High,0
891,Y,61,High,0.0,33.0,Sales,9,Master,Medical,8.0,High,4,0,Single,18297.0,rare,High,Sales Executive,11,14,Male,0.0,0,Good,No,High,35,80,Very High,0
892,Y,46,Medium,4.0,,Research & Development,2,Primary,Medical,,High,3,1,Single,14892.0,frequent,High,Manufacturing Director,2,21,Male,0.0,1,Good,Yes,High,14,80,Medium,0
893,Y,25,High,6.0,4.0,Research & Development,1,Primary,Medical,1.0,Very High,1,0,Single,16281.0,rare,High,Research Scientist,3,14,Male,0.0,2,Good,No,Low,5,80,Low,0
894,Y,38,High,2.0,9.0,Human Resources,8,Secondary,Other,7.0,High,2,2,Divorced,9891.0,rare,High,Human Resources,0,14,Male,0.0,3,Good,No,Medium,17,80,High,0
895,Y,52,Very High,1.0,9.0,Research & Development,8,Primary,Life Sciences,7.0,Medium,2,0,Married,18659.0,frequent,Very High,Research Scientist,7,28,Male,1.0,2,Better,No,Medium,9,80,High,0
896,Y,27,Low,1.0,7.0,Sales,8,Master,Marketing,7.0,High,2,0,Married,3054.0,rare,High,Sales Executive,7,21,Female,1.0,2,Better,No,Medium,7,80,Medium,0
897,Y,49,Low,1.0,3.0,Sales,2,Master,Life Sciences,1.0,Medium,1,0,,10113.0,rare,High,Sales Representative,2,21,Female,0.0,2,Good,Yes,Very High,3,80,Very High,0
898,Y,41,Very High,6.0,,Research & Development,6,Bachelor,Life Sciences,1.0,High,4,7,Divorced,10410.0,frequent,High,Healthcare Representative,7,11,Male,3.0,3,Better,No,Very High,19,80,Low,1
899,Y,43,High,3.0,6.0,Research & Development,0,Master,Life Sciences,1.0,Low,1,0,Divorced,13444.0,rare,High,Laboratory Technician,7,14,Female,1.0,0,Good,Yes,Very High,9,80,Medium,1
900,Y,24,High,1.0,1.0,Human Resources,0,Primary,Human Resources,18.0,Low,1,0,Married,8986.0,rare,High,Human Resources,0,11,Male,1.0,1,Better,No,High,1,80,Very High,1
901,Y,45,Medium,3.0,4.0,Research & Development,2,Bachelor,Life Sciences,1.0,High,2,1,Married,16390.0,frequent,High,Healthcare Representative,2,14,Female,1.0,1,Good,No,Very High,11,80,Very High,0
902,Y,35,High,1.0,7.0,Sales,1,Master,Medical,10.0,High,3,0,Divorced,17212.0,rare,High,Sales Executive,7,21,Male,1.0,1,Good,No,High,8,80,Very High,0
903,Y,29,Medium,0.0,8.0,Research & Development,8,Bachelor,Medical,2.0,High,3,0,Divorced,6411.0,rare,High,Manufacturing Director,7,19,Female,3.0,2,Good,No,Medium,9,80,Very High,0
904,Y,30,Medium,,4.0,Research & Development,4,Master,Medical,23.0,Medium,1,0,Single,6738.0,rare,High,Research Scientist,4,15,Female,0.0,2,Bad,No,Low,4,80,Very High,0
905,Y,49,High,6.0,20.0,Sales,10,Bachelor,Life Sciences,8.0,Low,4,9,Married,18119.0,frequent,High,Sales Executive,5,11,Male,0.0,2,Bad,No,High,23,80,High,1
906,Y,36,High,2.0,6.0,Research & Development,8,Secondary,Medical,1.0,High,2,0,Divorced,18321.0,no travel,High,Manufacturing Director,7,15,Male,1.0,4,Better,No,Very High,13,80,Medium,0
907,Y,41,High,3.0,13.0,Sales,10,Master,Life Sciences,3.0,Medium,2,3,Married,11168.0,rare,High,Sales Executive,12,15,Female,1.0,0,Best,No,High,15,80,Very High,0
908,Y,35,Very High,0.0,2.0,Sales,0,Secondary,Marketing,5.0,Low,1,0,Divorced,9471.0,frequent,High,Sales Representative,2,18,Female,1.0,2,Good,No,High,3,80,Very High,1
909,Y,18,High,1.0,0.0,Research & Development,0,Bachelor,Medical,11.0,High,1,0,Single,6396.0,no travel,High,Research Scientist,0,18,Female,0.0,3,Bad,No,High,0,80,Medium,0
910,Y,18,High,1.0,0.0,Sales,0,Secondary,Medical,2.0,High,1,0,Single,13949.0,frequent,High,Sales Representative,0,12,Female,0.0,1,Best,Yes,Very High,0,80,Medium,1
911,Y,35,Very High,3.0,9.0,Human Resources,9,Bachelor,Life Sciences,8.0,Medium,2,0,Married,16427.0,frequent,High,Human Resources,10,11,Male,2.0,4,Best,No,Medium,13,80,High,0
912,Y,25,Very High,0.0,4.0,Research & Development,2,Bachelor,Life Sciences,1.0,High,2,0,Married,6023.0,rare,High,Manufacturing Director,2,12,Female,2.0,2,Better,No,High,4,80,Low,0
913,Y,37,Low,2.0,6.0,Research & Development,8,Master,Technical Degree,8.0,High,3,0,Married,4747.0,rare,High,Healthcare Representative,7,12,Female,0.0,0,Better,No,High,9,80,Very High,0
914,Y,31,Very High,4.0,3.0,Research & Development,2,Bachelor,Technical Degree,4.0,High,1,1,Divorced,8136.0,rare,High,Research Scientist,2,15,Female,1.0,2,Better,No,Low,7,80,Very High,0
915,Y,63,Very High,6.0,19.0,Sales,10,Bachelor,Life Sciences,21.0,High,3,4,Single,2283.0,rare,High,Sales Executive,18,11,Female,0.0,2,Good,No,Low,25,80,Low,0
916,Y,36,Low,2.0,1.0,Research & Development,1,Secondary,Life Sciences,19.0,Medium,2,0,Married,11826.0,rare,High,Manufacturing Director,0,14,Male,0.0,0,Better,Yes,High,7,80,Medium,1
917,Y,53,Medium,0.0,,Research & Development,8,Master,Life Sciences,24.0,Medium,4,10,Married,7337.0,rare,High,Manager,11,17,Male,1.0,1,Better,No,High,25,80,Medium,0
918,Y,29,High,1.0,5.0,Research & Development,3,Master,Medical,15.0,Medium,1,2,Married,9613.0,rare,High,Laboratory Technician,5,12,Male,3.0,1,Better,No,Low,5,80,Very High,0
919,Y,26,Very High,0.0,4.0,Research & Development,1,Primary,Medical,1.0,Medium,1,0,Single,3515.0,rare,High,Research Scientist,3,12,Male,0.0,1,Better,No,Very High,4,80,Low,0
920,Y,26,Medium,5.0,3.0,Research & Development,2,Bachelor,Life Sciences,1.0,High,1,0,Married,11717.0,frequent,High,Research Scientist,2,15,Male,1.0,1,Better,Yes,Low,5,80,Low,1
921,Y,35,Medium,1.0,4.0,Research & Development,0,Master,Technical Degree,13.0,Low,1,2,Married,11073.0,no travel,Very High,Research Scientist,2,28,Male,1.0,1,Better,Yes,Low,4,80,Very High,1
922,Y,26,High,0.0,5.0,Research & Development,4,Primary,Technical Degree,2.0,High,1,0,Single,5353.0,frequent,Very High,Research Scientist,4,26,Male,0.0,1,Better,No,Low,6,80,High,1
923,Y,36,Medium,0.0,13.0,Sales,9,Master,Marketing,1.0,Medium,2,1,Single,17286.0,rare,High,Sales Executive,14,15,Male,0.0,1,Better,No,Low,14,80,High,0
924,Y,31,High,,4.0,Sales,3,Master,Life Sciences,24.0,High,2,0,,10153.0,rare,High,Sales Executive,3,22,Male,3.0,2,Better,No,Low,7,80,High,0
925,Y,41,Very High,2.0,2.0,Sales,2,Bachelor,Life Sciences,16.0,High,2,1,Divorced,14506.0,frequent,High,Sales Executive,1,21,Male,1.0,4,Better,No,Very High,6,80,High,0
926,Y,26,Very High,0.0,4.0,Sales,0,Bachelor,Other,4.0,Medium,1,0,Single,16097.0,rare,High,Sales Representative,2,21,Female,0.0,1,Better,No,High,4,80,Very High,0
927,Y,23,Low,2.0,3.0,Research & Development,2,Bachelor,Medical,3.0,Very High,1,0,Married,6778.0,rare,High,Research Scientist,2,18,Male,1.0,2,Best,No,Low,4,80,Low,0
928,Y,27,Very High,,8.0,Research & Development,9,Bachelor,Life Sciences,11.0,High,1,4,Married,11013.0,rare,High,Research Scientist,7,15,Male,2.0,2,Good,Yes,Low,8,80,Low,0
929,Y,30,High,5.0,4.0,Research & Development,3,Primary,Medical,6.0,Medium,1,0,Divorced,4970.0,rare,High,Laboratory Technician,3,15,Female,3.0,4,Better,No,Very High,7,80,Low,0
930,Y,36,Low,2.0,10.0,Sales,8,Master,Other,9.0,High,2,4,Single,8136.0,frequent,Very High,Sales Executive,10,29,Male,0.0,1,Best,Yes,Very High,12,80,Very High,1
931,Y,39,Very High,2.0,4.0,Research & Development,3,Secondary,Life Sciences,8.0,High,1,0,Divorced,10952.0,rare,High,Research Scientist,2,22,Male,2.0,0,Best,No,Very High,9,80,Medium,0
932,Y,46,High,,3.0,Research & Development,2,Bachelor,Life Sciences,2.0,High,1,0,Married,11225.0,rare,High,Laboratory Technician,2,12,Male,0.0,3,Best,No,Low,9,80,Low,1
933,Y,33,Very High,1.0,8.0,Sales,8,Bachelor,Marketing,7.0,High,3,2,Single,11893.0,frequent,High,Sales Executive,8,15,Female,0.0,1,Better,No,Very High,8,80,Medium,0
934,Y,32,High,0.0,4.0,Research & Development,3,Master,Technical Degree,4.0,High,1,0,Married,7891.0,rare,High,Research Scientist,2,12,Male,1.0,3,Better,Yes,Very High,5,80,High,0
935,Y,50,Very High,3.0,20.0,Research & Development,10,Bachelor,Life Sciences,8.0,Medium,5,8,Married,10437.0,rare,High,Research Director,11,12,Male,0.0,2,Better,No,Medium,26,80,Very High,0
936,Y,42,Low,1.0,18.0,Research & Development,14,Bachelor,Medical,22.0,High,2,1,Divorced,6749.0,frequent,High,Research Scientist,7,11,Female,1.0,1,Better,No,Medium,18,80,Medium,0
937,Y,43,Very High,1.0,20.0,Research & Development,9,Bachelor,Technical Degree,9.0,High,5,10,Married,12395.0,rare,High,Research Director,16,12,Female,0.0,0,Better,No,High,21,80,Medium,1
938,Y,27,Low,1.0,1.0,Human Resources,0,Bachelor,Human Resources,18.0,Medium,1,0,Married,14773.0,frequent,High,Human Resources,0,12,Female,0.0,1,Better,No,Medium,1,80,Low,1
939,Y,36,High,8.0,12.0,Sales,0,Bachelor,Medical,8.0,Medium,3,4,Married,16207.0,rare,High,Sales Executive,13,19,Male,0.0,2,Better,No,Low,13,80,Very High,1
940,Y,54,Medium,0.0,6.0,Research & Development,8,Secondary,Medical,5.0,Medium,1,4,Single,3665.0,frequent,High,Laboratory Technician,0,15,Female,0.0,4,Good,No,High,7,80,Medium,0
941,Y,54,Very High,2.0,4.0,Research & Development,3,Master,Life Sciences,7.0,Low,3,0,Single,18835.0,frequent,High,Manufacturing Director,2,17,Male,0.0,1,Better,No,Very High,16,80,Low,1
942,Y,31,Low,1.0,9.0,Research & Development,9,Secondary,Medical,8.0,Medium,1,0,Single,12277.0,rare,High,Laboratory Technician,0,14,Male,0.0,4,Better,No,High,9,80,Very High,0
943,Y,33,Medium,2.0,4.0,Research & Development,0,Bachelor,Medical,8.0,High,3,0,Single,15874.0,rare,Very High,Manager,2,31,Male,0.0,4,Best,No,Very High,9,80,High,0
944,Y,41,High,2.0,5.0,Research & Development,3,Bachelor,Life Sciences,8.0,High,5,0,Single,11685.0,no travel,High,Manager,0,14,Male,0.0,2,Good,No,Very High,19,80,Very High,0
945,Y,31,High,4.0,4.0,Research & Development,4,Bachelor,Technical Degree,2.0,High,1,0,Single,6787.0,rare,High,Research Scientist,2,11,Female,0.0,4,Better,Yes,Low,7,80,Very High,1
946,Y,45,Very High,8.0,1.0,Research & Development,0,Bachelor,Technical Degree,14.0,Medium,1,0,Married,11892.0,frequent,High,Research Scientist,0,18,Male,1.0,3,Better,Yes,High,5,80,High,1
947,Y,26,Very High,0.0,6.0,Research & Development,6,Bachelor,Medical,1.0,High,1,4,Single,15100.0,rare,High,Laboratory Technician,7,14,Male,0.0,4,Good,No,Low,7,80,High,0
948,Y,37,Very High,7.0,12.0,Research & Development,8,Secondary,Life Sciences,4.0,High,2,2,Single,7795.0,rare,High,Laboratory Technician,12,18,Male,0.0,2,Best,No,Medium,14,80,Very High,0
949,Y,61,Very High,6.0,9.0,Research & Development,10,Master,Medical,6.0,Medium,3,3,Married,9304.0,rare,High,Manufacturing Director,10,15,Female,0.0,0,Good,Yes,Low,28,80,High,1
950,Y,44,Medium,0.0,19.0,Sales,15,Bachelor,Life Sciences,9.0,High,4,8,Single,2351.0,frequent,High,Sales Executive,10,12,Male,0.0,1,Good,Yes,Low,20,80,High,1
951,Y,43,High,2.0,4.0,Sales,4,Bachelor,Life Sciences,2.0,Medium,2,0,Divorced,9452.0,rare,High,Sales Executive,4,11,Male,1.0,4,Better,No,Medium,13,80,High,0
952,Y,26,Medium,1.0,6.0,Sales,8,Bachelor,Medical,1.0,Medium,2,0,Single,8669.0,frequent,High,Sales Executive,7,12,Male,0.0,1,Better,No,Low,6,80,High,0
953,Y,54,High,2.0,,Sales,18,Master,Marketing,22.0,High,4,2,Married,4636.0,rare,High,Manager,6,15,Female,1.0,1,Good,No,High,26,80,Low,0
954,Y,24,Very High,1.0,4.0,Research & Development,4,Bachelor,Medical,8.0,Very High,1,0,Married,13365.0,rare,High,Research Scientist,3,18,Male,1.0,0,Better,No,High,4,80,High,0
955,Y,52,Very High,8.0,3.0,Research & Development,2,Master,Life Sciences,,High,5,0,Single,19158.0,frequent,High,Research Director,2,11,Female,0.0,3,Better,Yes,Low,20,80,High,0
956,Y,64,High,2.0,1.0,Research & Development,0,Master,Medical,1.0,Low,3,0,Divorced,15435.0,rare,Very High,Healthcare Representative,0,24,Male,1.0,1,Best,No,Very High,17,80,High,0
957,Y,38,Very High,6.0,5.0,Research & Development,3,Primary,Life Sciences,3.0,High,1,0,Married,4337.0,rare,High,Research Scientist,4,17,Male,0.0,1,Better,Yes,High,7,80,High,0
958,Y,39,High,,8.0,Research & Development,9,Master,Life Sciences,1.0,Very High,2,0,Single,14648.0,rare,High,Healthcare Representative,7,14,Female,0.0,3,Good,No,Very High,9,80,Medium,0
959,Y,36,Medium,1.0,4.0,Sales,0,Bachelor,Medical,15.0,High,2,0,Married,5061.0,rare,High,Sales Executive,2,18,Female,0.0,2,Better,No,High,4,80,High,0
960,Y,39,Low,0.0,17.0,Research & Development,10,Primary,Life Sciences,14.0,Medium,3,0,Married,18442.0,rare,High,Healthcare Representative,10,21,Female,1.0,3,Good,No,High,18,80,High,0
961,Y,27,Medium,0.0,,Research & Development,2,Master,Life Sciences,1.0,High,2,1,Married,3956.0,rare,High,Manufacturing Director,2,21,Female,1.0,1,Better,No,Very High,3,80,Low,0
962,Y,34,Low,1.0,8.0,Sales,9,Bachelor,Medical,1.0,Very High,2,0,Divorced,16415.0,rare,Very High,Sales Executive,8,26,Male,1.0,4,Better,No,Low,8,80,Low,0
963,Y,27,Medium,0.0,,Research & Development,4,Primary,Life Sciences,8.0,High,1,0,Married,6150.0,rare,High,Laboratory Technician,0,15,Male,0.0,2,Best,No,Low,5,80,Medium,0
964,Y,32,Very High,1.0,10.0,Research & Development,9,Master,Life Sciences,7.0,High,2,0,Single,15591.0,rare,Very High,Manufacturing Director,7,28,Female,0.0,1,Better,No,Very High,10,80,High,0
965,Y,26,High,1.0,,Research & Development,0,Secondary,Life Sciences,1.0,Medium,1,0,Married,11399.0,rare,High,Research Scientist,0,14,Female,1.0,2,Good,Yes,High,1,80,Medium,0
966,Y,42,Very High,0.0,19.0,Research & Development,10,Secondary,Medical,1.0,High,5,2,Divorced,4894.0,rare,High,Research Director,7,22,Male,1.0,4,Better,No,High,20,80,Low,0
967,Y,36,Very High,1.0,12.0,Research & Development,10,Master,Life Sciences,7.0,High,2,1,Married,9469.0,no travel,High,Healthcare Representative,12,12,Female,1.0,4,Better,No,High,13,80,High,0
968,Y,33,Low,6.0,4.0,Research & Development,4,Bachelor,Medical,8.0,High,1,0,Single,7998.0,rare,Very High,Laboratory Technician,4,26,Female,0.0,1,Best,No,Low,9,80,Low,1
969,Y,25,Very High,2.0,2.0,Sales,2,Bachelor,Life Sciences,23.0,Medium,2,1,Married,18607.0,rare,High,Sales Executive,2,21,Male,0.0,2,Better,No,High,5,80,Low,0
970,Y,23,Very High,2.0,2.0,Research & Development,2,Bachelor,Technical Degree,8.0,Very High,1,1,Married,9887.0,rare,High,Research Scientist,2,18,Male,1.0,1,Better,No,High,3,80,Very High,0
971,Y,55,Medium,2.0,4.0,Research & Development,2,Secondary,Medical,23.0,Very High,4,0,Married,7640.0,frequent,High,Manufacturing Director,3,11,Female,1.0,2,Good,Yes,High,22,80,Very High,0
972,Y,49,Medium,3.0,3.0,Research & Development,1,Doctorate,Life Sciences,4.0,High,5,0,Married,12464.0,rare,High,Research Director,2,11,Male,1.0,1,Better,No,High,19,80,Very High,0
973,Y,32,Low,1.0,9.0,Research & Development,2,Bachelor,Life Sciences,16.0,High,2,0,Divorced,14097.0,rare,High,Laboratory Technician,8,11,Male,1.0,1,Better,No,High,9,80,Medium,0
974,Y,26,Low,1.0,4.0,Sales,2,Bachelor,Medical,8.0,High,2,0,Single,7200.0,rare,High,Sales Executive,3,14,Male,0.0,3,Better,No,Very High,4,80,High,0
